Transaction_ID,Name,City,State,Country,Age,Gender,Income,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Shipping_Method,Payment_Method,products
1047667,Jacob Page,Denver,West Virginia,USA,43,Female,Medium,2,55.03545484,Electronics,Apple,Laptop,Same-Day,Debit Card,Samsung Notebook
1047673,Michael Perry,Portsmouth,England,UK,19,Male,Medium,10,4329.61242,Electronics,Samsung,Television,Same-Day,Debit Card,LCD TV
1047719,Diana Scott,Birmingham,England,UK,22,Male,Medium,8,3374.018287,Grocery,Coca-Cola,Juice,Express,Cash,Pineapple juice
1047725,Joanne Peterson,Detroit,Massachusetts,USA,26,Male,Low,2,64.71393002,Electronics,Whirepool,Fridge,Standard,Debit Card,Counter-depth refrigerator
1047748,Lucas Young,MÃ¼nster,Berlin,Germany,21,Male,Medium,3,612.5569754,Clothing,Nike,Shoes,Standard,Cash,Boots
1047776,Jaime Smith,Hamilton,Ontario,Canada,37,Male,High,3,1364.18694,Clothing,Nike,Shorts,Same-Day,Credit Card,Cargo shorts
1047804,Mitchell Roth,Tucson,Alaska,USA,57,Female,Low,5,1288.424582,Home Decor,IKEA,Furniture,Express,Debit Card,Sofa
1047830,Drew Duran,Wollongong,New South Wales,Australia,31,Male,Medium,10,1226.16392,Books,HarperCollins,Thriller,Express,Debit Card,Action
1047841,Carmen Edwards,Barrie,Ontario,Canada,56,Female,Medium,1,264.6095245,Clothing,Adidas,Jacket,Standard,Credit Card,Blazer
1047904,William Lopez,Wuppertal,Berlin,Germany,51,Male,Medium,9,3487.470626,Books,Penguin Books,Fiction,Same-Day,Cash,Thriller
1047946,Victoria George,Calgary,Ontario,Canada,27,Male,Medium,9,3466.125033,Grocery,Coca-Cola,Water,Same-Day,Credit Card,Sparkling water
1047958,Angela Richardson,Belfast,England,UK,68,Male,Medium,6,1279.78631,Grocery,Pepsi,Juice,Same-Day,Cash,Tomato juice
1048004,Elizabeth Mullins,Barrie,Ontario,Canada,67,Male,Low,3,1293.455764,Grocery,Nestle,Snacks,Express,Credit Card,Pretzels
1048010,David Farrell,Nashville,Wisconsin,USA,56,Female,Low,1,309.9151385,Home Decor,IKEA,Furniture,Express,Credit Card,Nightstand
1048029,Bruce Salinas,Boston,Georgia,USA,23,Male,High,4,1367.517161,Home Decor,Home Depot,Decorations,Same-Day,Credit Card,Rugs
1048063,David Taylor,Bendigo,New South Wales,Australia,39,Female,Medium,2,955.4348586,Grocery,Pepsi,Soft Drink,Same-Day,Debit Card,Energy drink
1048078,Brenda Warren DVM,Leeds,England,UK,70,Female,Low,9,2115.410152,Grocery,Pepsi,Juice,Express,Debit Card,Orange juice
1048079,Joann Ruiz,Portsmouth,England,UK,19,Male,Medium,8,3465.57536,Grocery,Nestle,Chocolate,Standard,Debit Card,Chocolate mousse
1048126,Lisa Shannon,Hobart,New South Wales,Australia,44,Male,Low,4,1235.81463,Books,Random House,Literature,Standard,Cash,Essays
1048188,Eric King,Kitchener,Ontario,Canada,20,Female,High,2,410.1109966,Home Decor,Bed Bath & Beyond,Bedding,Standard,PayPal,Throw pillow
1048207,Thomas Villarreal,London,Ontario,Canada,26,Male,Low,6,2728.990635,Electronics,Whirepool,Fridge,Standard,PayPal,Counter-depth refrigerator
1048213,Peter Love,Frankfurt,Berlin,Germany,22,Female,Low,10,1672.091737,Electronics,Samsung,Television,Standard,Cash,Smart TV
1048242,Colleen Medina,Vancouver,Ontario,Canada,30,Female,Medium,4,531.9652513,Grocery,Coca-Cola,Juice,Express,Credit Card,Orange juice
1048249,Michael Beltran,Bendigo,New South Wales,Australia,46,Female,High,8,2365.880784,Books,Random House,Fiction,Standard,Credit Card,Literary fiction
1048272,Brooke Smith,Chicago,Connecticut,USA,34,Male,Medium,2,38.38242087,Grocery,Pepsi,Juice,Standard,Cash,Cranberry juice
1048284,Maria Dominguez,Toowoomba,New South Wales,Australia,66,Male,Low,4,1358.186942,Clothing,Nike,Shoes,Express,Cash,Espadrilles
1048304,Nichole Morgan,Nashville,Utah,USA,20,Male,Medium,1,74.91679027,Electronics,Apple,Laptop,Express,Cash,Asus ZenBook
1048312,Victoria Ibarra,Philadelphia,Idaho,USA,63,Female,Medium,2,944.1595464,Grocery,Coca-Cola,Water,Express,Cash,Mineral water
1048327,Maria Ballard,Leeds,England,UK,22,Male,Medium,7,3297.503435,Books,Random House,Literature,Express,Cash,Literary fiction
1048351,Heather Elliott,Fort Worth,New Mexico,USA,19,Female,Medium,5,769.9810153,Home Decor,IKEA,Lighting,Standard,Credit Card,Recessed lighting
1048413,Amanda Gibson,Nottingham,England,UK,43,Female,High,1,379.48459,Clothing,Nike,T-shirt,Standard,Credit Card,Crew neck tee
1048478,Michelle Carter,Kitchener,Ontario,Canada,46,Female,High,2,428.1099222,Electronics,Samsung,Smartphone,Standard,PayPal,iPhone
1048489,Lee Watts,San Francisco,Maine,USA,26,Male,High,4,131.6808306,Grocery,Nestle,Snacks,Standard,Debit Card,Beef jerky
1048496,John Smith,Frankfurt,Berlin,Germany,22,Female,Medium,10,527.8054156,Clothing,Zara,Jeans,Express,Debit Card,Distressed jeans
1048501,Julie Williams,Bristol,England,UK,18,Male,Low,1,471.4707677,Home Decor,IKEA,Decorations,Same-Day,Debit Card,Mirrors
1048532,Erin Thomas,Chicago,Connecticut,USA,34,Female,Medium,2,170.9281797,Books,Penguin Books,Fiction,Standard,Credit Card,Historical fiction
1048550,Amanda Taylor,Chicago,Connecticut,USA,34,Female,Low,2,716.0349788,Books,Penguin Books,Non-Fiction,Express,PayPal,Travel
1048559,Francisco Gonzalez,Phoenix,Kentucky,USA,48,Female,Medium,4,105.0484977,Clothing,Zara,Dress,Express,Credit Card,Fit and flare dress
1048591,Brenda Green,Kitchener,Ontario,Canada,46,Male,Medium,5,1939.140315,Home Decor,Bed Bath & Beyond,Kitchen,Express,Cash,Refrigerator
1048604,Brady Thompson,San Antonio,Wisconsin,USA,23,Male,Medium,4,140.0747091,Home Decor,Home Depot,Decorations,Same-Day,PayPal,Wall art
1048635,Jamie Cruz,Kansas City,Rhode Island,USA,70,Female,Low,6,2712.39481,Electronics,Apple,Laptop,Same-Day,Debit Card,LG Gram
1048651,Shirley Daniels,Dresden,Berlin,Germany,35,Female,Medium,6,167.5284792,Electronics,Apple,Laptop,Standard,Credit Card,Samsung Notebook
1048704,Misty Murray,Birmingham,England,UK,22,Male,Low,3,1434.30345,Electronics,Apple,Tablet,Standard,PayPal,Acer Iconia Tab
1048778,Karen Gallagher,Boston,Georgia,USA,23,Female,High,5,844.0218501,Home Decor,IKEA,Furniture,Express,PayPal,Nightstand
1048816,Kenneth Skinner,Oxford,England,UK,46,Female,High,3,163.7769421,Electronics,Apple,Laptop,Same-Day,Debit Card,Microsoft Surface Laptop
1048821,Todd Oconnell,Windsor,Ontario,Canada,42,Female,Medium,8,3232.126005,Home Decor,IKEA,Lighting,Express,PayPal,Track lighting
1048888,Michael Woods,Cairns,New South Wales,Australia,22,Female,Low,5,558.4455557,Electronics,Samsung,Television,Same-Day,Credit Card,HDR TV
1048892,Elizabeth Martinez,Leeds,England,UK,26,Male,Medium,1,168.3528341,Clothing,Zara,Jeans,Express,Cash,Distressed jeans
1048893,Jason Ramos,Bielefeld,Berlin,Germany,35,Male,Low,5,2032.973832,Grocery,Pepsi,Soft Drink,Standard,Cash,Root beer
1048894,Arthur Espinoza,Memphis,Tennessee,USA,54,Female,Low,2,572.9607744,Home Decor,Home Depot,Decorations,Standard,PayPal,Vases
1048925,Eddie Meadows,Barrie,Ontario,Canada,57,Male,Low,7,276.3576758,Clothing,Adidas,T-shirt,Standard,Debit Card,Scoop neck tee
1048931,Joseph Sanders,Duisburg,Berlin,Germany,36,Male,Low,5,471.3235854,Grocery,Pepsi,Juice,Standard,Cash,Apple juice
1048934,Ashley Reyes,Kelowna,Ontario,Canada,58,Male,Medium,5,2297.059613,Books,Penguin Books,Children's,Same-Day,Cash,Art supplies
1048937,Jeffrey Vang,Chicago,Connecticut,USA,34,Male,Low,9,2781.565066,Grocery,Pepsi,Water,Same-Day,Credit Card,Mineral water
1048960,Gregory Hill,Austin,Mississippi,USA,60,Female,Low,8,230.4621102,Grocery,Coca-Cola,Juice,Express,Debit Card,Tomato juice
1048986,Theresa Walker,Washington,Mississippi,USA,18,Male,High,4,387.3535723,Electronics,Sony,Headphones,Same-Day,Debit Card,Sports headphones
1048992,Daniel Wright,Perth,New South Wales,Australia,20,Female,Medium,2,751.6647225,Clothing,Nike,Shoes,Express,PayPal,Boots
1049069,Robin Chambers,San Francisco,Maine,USA,26,Male,High,7,2787.625882,Clothing,Zara,Shirt,Same-Day,Debit Card,Dress shirt
1049129,Matthew Lee,San Antonio,Louisiana,USA,31,Female,Low,9,3696.796297,Clothing,Adidas,Shoes,Express,Debit Card,Sneakers
1049138,James Davis,San Francisco,Maine,USA,26,Male,High,9,1582.66395,Home Decor,IKEA,Decorations,Express,Cash,Vases
1049151,Katrina Cole DVM,Dallas,New Jersey,USA,26,Male,Low,9,521.9253525,Books,Random House,Literature,Standard,PayPal,Drama
1049225,Mark Barrett,Southampton,England,UK,67,Female,Low,9,4136.892351,Books,Penguin Books,Non-Fiction,Express,Credit Card,Memoir
1049271,John Martinez,Toowoomba,New South Wales,Australia,22,Female,Low,10,2929.406336,Home Decor,Bed Bath & Beyond,Kitchen,Same-Day,PayPal,Stove
1049302,Maurice Montgomery,Frankfurt,Berlin,Germany,22,Male,Medium,7,2366.116551,Clothing,Zara,Shirt,Express,Debit Card,Tank top
1049360,Tracy Gray,Wuppertal,Berlin,Germany,69,Female,Low,4,1033.852071,Books,HarperCollins,Fiction,Standard,Credit Card,Literary fiction
1049396,Matthew Rodriguez,Plymouth,England,UK,62,Male,Medium,7,1159.026249,Clothing,Adidas,Jacket,Express,Credit Card,Varsity jacket
1049533,Nathan Little,Townsville,New South Wales,Australia,21,Male,Low,5,1694.188206,Books,Random House,Fiction,Same-Day,Cash,Science fiction
1049569,Lori Page,Essen,Berlin,Germany,60,Female,Low,4,1297.581734,Grocery,Nestle,Chocolate,Same-Day,Credit Card,White chocolate
1049571,Luis Harmon,Portsmouth,England,UK,21,Female,Medium,4,1459.756227,Electronics,Sony,Television,Standard,PayPal,4K TV
1049669,Jerry Davidson,Mackay,New South Wales,Australia,22,Female,Medium,2,657.761743,Clothing,Zara,Dress,Standard,PayPal,Wrap dress
1049687,Suzanne Thomas,Southampton,England,UK,41,Female,Medium,7,408.3143942,Electronics,Sony,Smartphone,Express,Credit Card,Motorola Moto
1049747,Daniel Smith,Toronto,Ontario,Canada,20,Female,Low,4,111.6098826,Home Decor,IKEA,Decorations,Standard,Cash,Mirrors
1049805,Sean Moreno,Edinburgh,England,UK,36,Female,Low,1,413.7660697,Grocery,Nestle,Snacks,Express,Debit Card,Pretzels
1049857,Jack King,Albury-Wodonga,New South Wales,Australia,20,Female,High,1,201.4796586,Clothing,Nike,Shorts,Standard,Credit Card,Cycling shorts
1049870,Jimmy Wise,Munich,Berlin,Germany,45,Female,Low,10,303.0558769,Books,Random House,Fiction,Standard,Cash,Historical fiction
1049905,Martin Roberts,Geelong,New South Wales,Australia,20,Female,Low,2,328.9481257,Home Decor,IKEA,Furniture,Express,Debit Card,Coffee table
1049920,Nicholas Shaw,Chicago,Connecticut,USA,34,Male,Low,4,1232.121309,Grocery,Pepsi,Water,Same-Day,Cash,Alkaline water
1049927,Juan Singleton,Southampton,England,UK,46,Male,Low,6,353.5699904,Electronics,Samsung,Tablet,Express,Cash,Huawei MediaPad
1049956,Jeffrey Lewis,Chicago,Connecticut,USA,34,Male,Low,3,984.2082611,Grocery,Pepsi,Water,Standard,Debit Card,Bottled water
1050005,Amber Meyer,Portsmouth,England,UK,19,Female,Medium,1,478.6360808,Grocery,Coca-Cola,Soft Drink,Express,Cash,Ginger ale
1050014,Sarah Jackson,New York,Kansas,USA,23,Female,Medium,9,231.7697267,Clothing,Adidas,T-shirt,Express,Debit Card,Crew neck tee
1050037,Karen Brewer,Fort Worth,New Mexico,USA,19,Female,High,1,100.0280217,Grocery,Nestle,Snacks,Same-Day,Cash,Chips
1050055,Todd Pena,Berlin,Berlin,Germany,32,Male,Medium,7,2969.24835,Grocery,Nestle,Chocolate,Express,Credit Card,Truffles
1050084,Peter Thompson,Windsor,Ontario,Canada,41,Female,Medium,6,2763.052819,Home Decor,Bed Bath & Beyond,Bathroom,Express,Cash,Toilet paper holder
1050108,Jeffrey Cruz,Munich,Berlin,Germany,20,Male,Medium,3,141.8742874,Electronics,Apple,Smartphone,Same-Day,Cash,Motorola Moto
1050108,Brett Hart,Washington,Minnesota,USA,44,Female,Low,7,3480.886972,Clothing,Nike,Shorts,Express,Credit Card,Cycling shorts
1050111,Erin Leblanc,San Francisco,Maine,USA,26,Male,High,4,609.5576153,Books,Random House,Fiction,Standard,Cash,Dystopian
1050134,David Warren,Hanover,Berlin,Germany,41,Female,Medium,8,3129.391645,Clothing,Nike,Shoes,Same-Day,Credit Card,Sandals
1050138,Christopher Hodges,Gold Coast,New South Wales,Australia,38,Male,High,8,3392.809763,Books,Penguin Books,Non-Fiction,Standard,Cash,Biography
1050169,Jesse Smith,Baltimore,Ohio,USA,25,Female,High,7,1212.391734,Electronics,Sony,Headphones,Standard,Credit Card,DJ headphones
1050197,Angela Myers,DÃ¼sseldorf,Berlin,Germany,59,Female,Low,3,664.9765681,Electronics,Sony,Smartphone,Same-Day,Debit Card,Google Pixel
1050304,Duane Navarro,Leipzig,Berlin,Germany,26,Male,Low,1,337.853972,Electronics,Whirepool,Fridge,Standard,Debit Card,Stainless steel refrigerator
1050349,Alyssa Rodriguez,San Francisco,Maine,USA,26,Male,High,10,2626.017895,Books,HarperCollins,Thriller,Express,Credit Card,Adventure
1050369,Cody Duncan,Newcastle upon Tyne,England,UK,64,Male,High,8,3460.265923,Home Decor,IKEA,Furniture,Standard,Debit Card,Desk
1050605,Charles Smith,Birmingham,England,UK,20,Female,High,3,347.9457272,Grocery,Nestle,Chocolate,Standard,Debit Card,Milk chocolate
1050608,Rodney Watson,Sheffield,England,UK,34,Female,Low,5,1595.292449,Clothing,Nike,T-shirt,Express,PayPal,Raglan tee
1050671,Sarah Dillon,Hobart,New South Wales,Australia,46,Female,Low,7,3305.116469,Home Decor,Home Depot,Furniture,Same-Day,Debit Card,Nightstand
1050708,Michele Johnson,Edinburgh,England,UK,41,Female,Medium,9,3386.342101,Clothing,Zara,Jeans,Express,Cash,Distressed jeans
1050717,Bradley Hernandez,Launceston,New South Wales,Australia,39,Female,Medium,10,2938.056141,Books,HarperCollins,Non-Fiction,Express,Credit Card,History
1050744,Carl Smith,Miami,Montana,USA,46,Female,High,6,2142.94883,Electronics,Samsung,Tablet,Express,PayPal,Lenovo Tab
1050751,Frances Hancock,Manchester,England,UK,50,Male,Low,5,969.9295057,Electronics,BlueStar,BlueStar AC,Same-Day,Credit Card,Split AC
1050798,Charles Hamilton,Portsmouth,England,UK,19,Male,Medium,6,2996.91749,Books,Random House,Non-Fiction,Same-Day,Credit Card,Science
1050805,Dylan Hughes,Louisville,Oklahoma,USA,22,Female,Low,10,1504.387273,Electronics,Samsung,Television,Express,Credit Card,Plasma TV
1050871,Melissa Rocha,Chicago,Connecticut,USA,34,Male,Low,3,238.4305354,Books,Penguin Books,Fiction,Same-Day,Credit Card,Dystopian
1050904,Jesse Burton,Oxford,England,UK,31,Female,Low,4,382.2455417,Electronics,Samsung,Smartphone,Same-Day,Cash,Sony Xperia
1050925,Julia Jones,Chicago,Connecticut,USA,20,Male,High,9,3866.067477,Home Decor,Bed Bath & Beyond,Bathroom,Express,Debit Card,Toilet paper holder
1050957,Cassandra Scott,Darwin,New South Wales,Australia,26,Male,Low,9,1451.510813,Electronics,Whirepool,Fridge,Express,Debit Card,Smart refrigerator
1050958,Jeremy Scott,New York,Kansas,USA,23,Male,Medium,1,70.30406206,Grocery,Nestle,Snacks,Standard,Credit Card,Beef jerky
1050984,Ruth Clark,Halifax,Ontario,Canada,28,Male,Medium,4,502.006106,Clothing,Adidas,T-shirt,Express,Cash,Scoop neck tee
1051040,Gabrielle Martinez,Perth,New South Wales,Australia,41,Male,Low,10,2286.800126,Clothing,Adidas,Jacket,Same-Day,Debit Card,Peacoat
1051093,Jenna Green,San Francisco,Maine,USA,26,Male,High,5,1205.029118,Electronics,Apple,Laptop,Standard,Debit Card,MacBook
1051101,Timothy Fuller,Stuttgart,Berlin,Germany,20,Female,Medium,4,1655.3911,Clothing,Nike,Shorts,Same-Day,Cash,Skorts
1051111,Stephen Lopez,Kelowna,Ontario,Canada,20,Female,Low,10,357.5854242,Electronics,Sony,Smartphone,Same-Day,Cash,Samsung Galaxy
1051120,Christina Young,New York,Kansas,USA,23,Female,Medium,8,2165.318306,Home Decor,Home Depot,Tools,Express,Credit Card,Drill
1051123,Michelle Miller,San Francisco,Maine,USA,26,Male,High,9,3921.59823,Books,Random House,Non-Fiction,Express,Cash,Travel
1051140,Ann Evans,Raleigh,Florida,USA,45,Male,Medium,10,1358.066639,Clothing,Adidas,Shoes,Express,Debit Card,Boots
1051223,Christopher Kelley,Boston,Georgia,USA,23,Male,High,7,653.9842068,Home Decor,Home Depot,Tools,Same-Day,Credit Card,Hammer
1051237,Mrs. Sophia Hughes MD,Duisburg,Berlin,Germany,65,Female,High,3,229.5145048,Electronics,BlueStar,BlueStar AC,Same-Day,Credit Card,Split AC
1051251,Dr. Victoria Brown,Fort Worth,Tennessee,USA,20,Male,Medium,4,124.3063873,Grocery,Nestle,Snacks,Same-Day,Cash,Fruit snacks
1051258,Jacob Glenn,Darwin,New South Wales,Australia,20,Male,High,4,1152.426109,Books,Penguin Books,Fiction,Express,PayPal,Adventure
1051273,Kristie Miller,Bielefeld,Berlin,Germany,66,Male,Low,1,323.9997336,Home Decor,IKEA,Furniture,Standard,Debit Card,Dresser
1051294,Christopher King,Boston,Georgia,USA,23,Male,High,6,431.4299887,Home Decor,Bed Bath & Beyond,Bathroom,Express,PayPal,Towel rack
1051300,Morgan Wise,London,England,UK,32,Male,Medium,3,788.7997027,Electronics,Apple,Tablet,Same-Day,Credit Card,Samsung Galaxy Tab
1051331,Michael Ali,Perth,New South Wales,Australia,46,Female,Low,8,2213.299363,Electronics,Sony,Headphones,Express,Credit Card,On-ear headphones
1051344,Amber Alexander,Toronto,Ontario,Canada,18,Male,Medium,2,295.4797742,Books,Penguin Books,Fiction,Same-Day,Cash,Fantasy
1051350,Natalie Ramirez,Wuppertal,Berlin,Germany,34,Male,Medium,1,28.63362935,Books,Penguin Books,Non-Fiction,Same-Day,PayPal,Business
1051388,Connor Reed,Launceston,New South Wales,Australia,20,Male,Low,6,2861.647538,Clothing,Adidas,T-shirt,Express,Credit Card,Long-sleeve tee
1051400,Aaron Brown,Duisburg,Berlin,Germany,37,Female,Low,2,346.1837665,Books,Random House,Fiction,Same-Day,Cash,Dystopian
1051448,Luis Humphrey,Leeds,England,UK,50,Male,Low,9,678.814386,Books,Penguin Books,Fiction,Same-Day,Debit Card,Historical fiction
1051484,Monica Smith,Oxford,England,UK,68,Female,Medium,2,863.6029191,Clothing,Nike,T-shirt,Same-Day,Debit Card,Graphic tee
1051507,Mary Gallagher,Arlington,New York,USA,20,Female,Low,5,1179.474319,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Floor-standing AC
1051598,Jennifer Odonnell,Oklahoma City,Colorado,USA,46,Male,Low,5,751.2062016,Clothing,Adidas,T-shirt,Same-Day,Credit Card,Off-the-shoulder tee
1051600,Katherine Hodge,Bremen,Berlin,Germany,46,Female,Low,10,4398.318101,Electronics,Samsung,Tablet,Express,Cash,Lenovo Tab
1051627,Andrea Howe,Leeds,England,UK,46,Male,Medium,1,361.7756235,Electronics,Samsung,Television,Express,Debit Card,QLED TV
1051630,Donna Perez,Geelong,New South Wales,Australia,41,Male,High,9,756.3197255,Clothing,Zara,Shirt,Same-Day,Credit Card,Tank top
1051671,Bradley Smith,New York,Kansas,USA,23,Female,High,4,1887.156651,Books,Random House,Non-Fiction,Same-Day,PayPal,Memoir
1051732,Kimberly Carter,Cairns,New South Wales,Australia,32,Female,Medium,6,1584.964088,Electronics,Samsung,Tablet,Standard,Debit Card,Asus ZenPad
1051736,Andrea Osborne,Dortmund,Berlin,Germany,58,Male,Low,2,307.0931265,Clothing,Adidas,T-shirt,Same-Day,Debit Card,Off-the-shoulder tee
1051742,Thomas Joyce,Leicester,England,UK,51,Male,Medium,2,672.6399029,Electronics,Samsung,Tablet,Same-Day,Credit Card,iPad
1051789,Robert Stewart,Sydney,New South Wales,Australia,46,Male,Low,10,3085.008682,Grocery,Coca-Cola,Water,Express,PayPal,Bottled water
1051892,Ronald Davis,Fort Worth,New Mexico,USA,19,Male,Low,10,1231.340391,Books,Random House,Non-Fiction,Standard,Cash,Science
1051929,Lisa Sexton,Newcastle,New South Wales,Australia,57,Female,Low,4,112.8997107,Books,Penguin Books,Non-Fiction,Express,Debit Card,Health
1051955,Shelly Howard,Halifax,Ontario,Canada,37,Female,High,10,3594.728188,Books,Random House,Literature,Standard,Credit Card,Modern literature
1051958,Alan Watts,Washington,North Dakota,USA,46,Male,Medium,5,2074.184812,Grocery,Nestle,Coffee,Standard,Cash,Coffee beans
1052014,David Jackson,Stuttgart,Berlin,Germany,22,Male,High,8,1448.489277,Electronics,Apple,Tablet,Express,Cash,Microsoft Surface
1052021,Jessica Garcia,Vancouver,Ontario,Canada,36,Male,Medium,8,366.4711543,Books,Penguin Books,Children's,Express,Cash,Puzzles
1052091,Mark Yates,San Francisco,Maine,USA,26,Male,High,3,1200.375578,Grocery,Pepsi,Water,Same-Day,Cash,Alkaline water
1052095,Jean Grant,London,Ontario,Canada,55,Male,Medium,9,2099.375061,Books,HarperCollins,Thriller,Express,Cash,Detective
1052105,Jane Blair,Mackay,New South Wales,Australia,64,Male,Medium,3,763.2224792,Electronics,Samsung,Tablet,Same-Day,Debit Card,Samsung Galaxy Tab
1052136,Nicole Hernandez,Phoenix,Ohio,USA,45,Male,Low,1,438.7225918,Home Decor,IKEA,Decorations,Standard,Credit Card,Picture frames
1052159,Jonathan Young,Memphis,Indiana,USA,68,Female,Low,9,2106.744674,Books,Penguin Books,Children's,Same-Day,Credit Card,Plush toys
1052244,Rebecca Nixon,Portsmouth,England,UK,24,Female,Medium,3,631.6277345,Clothing,Adidas,Shoes,Standard,Cash,Running shoes
1052279,Monica Burke,Vancouver,Ontario,Canada,46,Female,High,10,4287.86438,Home Decor,Home Depot,Decorations,Standard,Debit Card,Sculptures
1052299,Kelly Dodson,San Francisco,Maine,USA,26,Male,High,2,300.297685,Clothing,Adidas,Jacket,Standard,Debit Card,Blazer
1052357,Wesley West,Portsmouth,England,UK,19,Male,Medium,9,2356.969572,Home Decor,IKEA,Decorations,Same-Day,PayPal,Clocks
1052358,Sarah Moore,Portsmouth,England,UK,19,Male,Medium,10,2479.82004,Electronics,Sony,Headphones,Express,PayPal,Sports headphones
1052420,Dr. Sara Robertson,Boston,Georgia,USA,23,Female,High,8,195.2896615,Home Decor,Home Depot,Furniture,Standard,PayPal,Coffee table
1052546,Carl Charles,Sheffield,England,UK,49,Male,Low,9,3251.448187,Clothing,Zara,Dress,Same-Day,Cash,Bodycon dress
1052566,Kenneth Murray,Oklahoma City,Oregon,USA,22,Female,Low,9,3980.82035,Electronics,Sony,Smartphone,Same-Day,Cash,Motorola Moto
1052685,Katrina Garcia,Frankfurt,Berlin,Germany,22,Female,Medium,7,1427.390711,Home Decor,Home Depot,Furniture,Express,Debit Card,Dining table
1052819,Adam Harris,Omaha,Missouri,USA,64,Female,Low,7,3129.843808,Electronics,Samsung,Television,Express,Debit Card,Android TV
1052834,David Smith,Boston,Georgia,USA,23,Male,High,5,1263.672745,Electronics,Samsung,Television,Same-Day,PayPal,LCD TV
1052835,Susan Santiago,Birmingham,England,UK,20,Male,Low,4,314.3864593,Clothing,Nike,Shorts,Express,Credit Card,Skorts
1052843,Roy Mitchell,Boston,Georgia,USA,23,Male,High,4,305.5287582,Grocery,Coca-Cola,Juice,Standard,Cash,Mixed fruit juice
1052865,Erin Rodgers,Liverpool,England,UK,55,Male,High,3,422.2144899,Electronics,Apple,Laptop,Standard,PayPal,Dell XPS
1052919,Abigail Hutchinson MD,Birmingham,England,UK,35,Female,Medium,6,2125.201047,Clothing,Adidas,Jacket,Standard,Debit Card,Varsity jacket
1052921,Alexandra Wilson,Brighton,England,UK,22,Male,High,2,20.02987428,Books,Penguin Books,Non-Fiction,Same-Day,Debit Card,Self-help
1053015,Glen Jones,Chicago,Connecticut,USA,20,Male,Medium,4,1022.513819,Home Decor,IKEA,Furniture,Same-Day,Credit Card,Coffee table
1053024,Christine Garcia,Chicago,Connecticut,USA,34,Male,Low,8,296.8390803,Grocery,Pepsi,Water,Same-Day,Cash,Alkaline water
1053030,Joel Vasquez,Leicester,England,UK,28,Male,Low,9,2628.948559,Books,HarperCollins,Thriller,Express,Cash,Mystery
1053031,Amy Snyder,Chicago,Connecticut,USA,34,Male,Low,4,1902.075439,Grocery,Pepsi,Water,Express,Credit Card,Coconut water
1053079,Erika Perez,Oklahoma City,South Carolina,USA,18,Female,Medium,3,1477.438254,Home Decor,IKEA,Lighting,Same-Day,Debit Card,Pendant lights
1053137,Stephanie White,Newcastle upon Tyne,England,UK,48,Female,Medium,6,436.85927,Books,Penguin Books,Children's,Same-Day,Cash,Books
1053200,Faith Allen,Manchester,England,UK,32,Male,Medium,9,2636.527837,Grocery,Pepsi,Water,Express,Debit Card,Bottled water
1053217,Candace Bennett,Portsmouth,England,UK,19,Female,Medium,6,1403.5673,Home Decor,IKEA,Decorations,Standard,Cash,Curtains
1053236,Michele Martinez,Brisbane,New South Wales,Australia,20,Male,Low,6,1977.058779,Electronics,Sony,Headphones,Standard,Cash,On-ear headphones
1053291,Sierra Stevenson,Kelowna,Ontario,Canada,69,Male,Low,4,1604.052662,Grocery,Nestle,Chocolate,Express,Cash,Chocolate fondue
1053335,David Pacheco,Kitchener,Ontario,Canada,68,Male,High,4,654.3424722,Home Decor,Home Depot,Decorations,Express,Credit Card,Mirrors
1053343,Daniel Powell,Omaha,Florida,USA,20,Male,Medium,3,1203.283179,Electronics,Samsung,Television,Express,Cash,Plasma TV
1053396,Brittany Zuniga,Frankfurt,Berlin,Germany,22,Female,Medium,9,1360.181954,Electronics,Samsung,Television,Same-Day,Credit Card,QLED TV
1053414,Valerie Charles,Portsmouth,England,UK,19,Male,Medium,7,2059.0141,Electronics,Sony,Headphones,Standard,Debit Card,DJ headphones
1053416,Daniel Morales,Boston,Georgia,USA,23,Male,High,1,312.4049529,Electronics,Apple,Laptop,Express,Debit Card,Dell XPS
1053448,Caroline Mitchell,Brisbane,New South Wales,Australia,39,Male,Medium,5,448.7821536,Home Decor,Home Depot,Decorations,Standard,Debit Card,Curtains
1053514,Jeremiah Smith,Berlin,Berlin,Germany,37,Female,Low,5,260.9795357,Clothing,Zara,Shirt,Express,Cash,Dress shirt
1053565,Louis Long,Melbourne,New South Wales,Australia,23,Female,Medium,1,433.0738036,Electronics,Samsung,Tablet,Same-Day,PayPal,Microsoft Surface
1053688,Deborah Thomas,Chicago,Connecticut,USA,34,Male,Low,5,1986.804612,Grocery,Pepsi,Water,Express,Cash,Alkaline water
1053698,Mrs. Megan Myers DDS,Launceston,New South Wales,Australia,46,Male,Medium,3,172.9976421,Electronics,Apple,Smartphone,Same-Day,Debit Card,OnePlus
1053700,Christopher Clark,Duisburg,Berlin,Germany,45,Female,High,3,36.23982281,Books,Random House,Literature,Same-Day,PayPal,Modern literature
1053734,Victoria Rivas,Chicago,Connecticut,USA,34,Male,Medium,7,2504.491961,Grocery,Pepsi,Water,Same-Day,Debit Card,Bottled water
